Id,MSSubClass,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotalBath,BedroomAbvGr,GarageCars,YrSold,SalePrice
242,30,OldTown,Norm,1Fam,1Story,5,9,1945,1997,866,0,0,1,0,1,2,0,2007,110500
243,50,OldTown,Norm,1Fam,1.5Fin,5,4,1900,1950,1440,0,0,1,0,1,3,1,2006,79000
244,160,SawyerW,Norm,TwnhsE,2Story,6,6,1980,1980,1217,0,0,1,1,1.5,3,1,2009,120000
245,60,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,2110,1,0,2,1,3.5,3,2,2010,205000
246,20,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,1872,0,1,2,0,2.5,3,2,2006,241500
247,190,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,1928,0,0,2,0,2,4,1,2006,137000
248,20,NAmes,Norm,1Fam,1Story,6,5,1954,1954,1375,0,0,1,0,1,2,2,2006,140000
249,60,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,1668,0,0,2,1,2.5,3,2,2007,180000
250,50,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,2144,0,1,2,0,2.5,4,2,2007,277000
251,30,BrkSide,Norm,1Fam,1Story,3,2,1940,1966,1306,0,0,1,0,1,3,0,2010,76500
252,120,Crawfor,Norm,TwnhsE,1Story,8,5,2006,2007,1625,1,1,2,0,3.5,2,2,2007,235000
253,60,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,1640,0,0,2,1,2.5,3,2,2008,173000
254,80,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,1302,0,1,2,0,2.5,3,1,2007,158000
255,20,NAmes,Norm,1Fam,1Story,5,6,1957,1957,1314,1,0,1,0,2,3,1,2010,145000
256,60,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,2291,0,0,2,1,2.5,4,2,2006,230000
257,60,Somerst,Norm,1Fam,2Story,6,5,2003,2003,1728,0,0,2,1,2.5,3,2,2008,207500
258,20,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,1604,1,0,2,1,3.5,3,2,2009,220000
259,60,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,1792,0,0,2,1,2.5,3,2,2008,231500
260,20,OldTown,Norm,1Fam,1Story,5,5,1956,1956,882,0,0,1,0,1,2,1,2008,97000
261,80,NAmes,Artery,1Fam,SLvl,6,5,1962,1962,1382,1,0,1,0,2,3,2,2009,176000
262,60,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,2574,0,0,2,1,2.5,3,3,2007,276000
263,80,Sawyer,Norm,1Fam,SLvl,6,7,1977,1995,1212,1,0,1,0,2,3,2,2006,151000
264,50,OldTown,Norm,1Fam,1.5Fin,5,7,1929,2001,1316,1,0,1,0,2,3,2,2010,130000
265,30,OldTown,Artery,1Fam,1Story,5,5,1925,2004,764,0,0,1,0,1,2,2,2008,73000
266,20,NWAmes,Norm,1Fam,1Story,6,6,1981,1981,1422,0,0,2,0,2,3,2,2008,175500
267,60,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,1511,1,0,2,1,3.5,3,2,2006,185000
268,75,SWISU,Norm,1Fam,2.5Fin,5,8,1939,1997,2192,0,0,2,1,2.5,4,1,2008,179500
269,30,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,778,0,0,1,0,1,2,1,2008,120500
270,20,Edwards,Norm,1Fam,1Story,6,7,1976,1976,1113,1,0,1,1,2.5,3,1,2007,148000
271,60,Somerst,Norm,1Fam,2Story,8,5,2006,2006,1939,0,0,2,1,2.5,3,3,2006,266000
272,20,ClearCr,Norm,1Fam,1Story,7,7,1954,2005,1363,1,0,1,0,2,2,2,2008,241500
273,60,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,2270,0,0,2,1,2.5,4,3,2010,290000
274,20,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,1632,1,0,2,0,3,3,1,2009,139000
275,20,Mitchel,Norm,1Fam,1Story,5,7,1982,1982,816,0,0,1,0,1,2,1,2007,124500
276,50,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,1548,0,0,2,1,2.5,3,2,2009,205000
277,20,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,1560,0,0,2,0,2,3,2,2010,201000
278,20,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,864,0,0,1,0,1,2,2,2010,141000
279,20,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,2121,0,0,2,1,2.5,3,3,2007,415298
280,60,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,2022,0,0,2,1,2.5,4,2,2008,192000
281,60,SawyerW,Norm,1Fam,2Story,7,6,1989,1989,1982,0,0,2,1,2.5,3,2,2007,228500
282,20,Somerst,Norm,1Fam,1Story,6,5,2006,2006,1262,0,0,2,0,2,2,2,2006,185000
283,120,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,1314,1,0,2,0,3,2,2,2009,207500
284,20,Somerst,Feedr,1Fam,1Story,8,5,2008,2009,1468,0,0,2,0,2,3,3,2009,244600
285,120,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,1575,1,0,2,0,3,2,2,2007,179200
286,160,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,1250,0,0,2,1,2.5,2,2,2007,164700
287,50,NAmes,Norm,1Fam,1.5Fin,6,7,1962,1981,1734,0,0,1,1,1.5,3,2,2006,159000
288,20,NAmes,Norm,1Fam,1Story,4,4,1971,1971,858,0,0,1,0,1,3,0,2006,88000
289,20,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,900,0,0,1,0,1,3,1,2010,122000
290,70,BrkSide,RRAn,1Fam,2Story,6,7,1915,2003,1396,0,0,1,0,1,3,1,2007,153575
291,60,CollgCr,Norm,1Fam,2Story,8,5,2006,2006,1919,0,0,2,1,2.5,3,2,2006,233230
292,190,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,1716,1,0,2,0,3,6,0,2008,135900
293,50,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,1716,0,0,1,1,1.5,3,1,2009,131000
294,60,NWAmes,PosA,1Fam,2Story,7,7,1977,1994,2263,1,0,2,1,3.5,3,2,2006,235000
295,20,NAmes,Norm,1Fam,1Story,6,5,1953,1953,1644,1,0,1,0,2,3,2,2009,167000
296,80,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,1003,1,0,1,0,2,3,2,2006,142500
297,50,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,1558,0,0,1,1,1.5,4,1,2007,152000
298,60,Somerst,Norm,1Fam,2Story,7,5,1997,1998,1950,0,0,2,1,2.5,3,2,2007,239000
299,60,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,1743,0,1,1,2,2.5,3,2,2007,175000
300,20,Crawfor,Norm,1Fam,1Story,6,8,1950,2004,1152,0,1,1,0,1.5,3,1,2009,158500
301,190,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,1336,1,0,1,0,2,2,1,2006,157000
302,60,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,2452,0,0,2,1,2.5,4,2,2007,267000
303,20,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,1541,0,0,2,0,2,3,3,2006,205000
304,20,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,894,1,0,1,0,2,3,2,2006,149900
305,75,OldTown,Norm,1Fam,2.5Fin,7,9,1880,2002,3493,0,0,3,0,3,3,3,2008,295000
306,20,CollgCr,Norm,1Fam,1Story,8,5,2004,2005,2000,1,0,2,0,3,3,3,2007,305900
307,60,SawyerW,Feedr,1Fam,2Story,7,5,1990,1991,2243,1,0,2,1,3.5,4,3,2007,225000
308,50,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,1406,0,0,1,0,1,3,0,2008,89500
309,30,Edwards,Norm,1Fam,1Story,4,5,1940,1950,861,0,0,1,0,1,1,2,2009,82500
310,20,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,1944,1,0,2,0,3,3,3,2006,360000
311,60,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,1501,0,0,2,1,2.5,3,2,2006,165600
312,20,NAmes,Norm,1Fam,1Story,6,6,1948,2002,972,1,0,1,0,2,2,1,2009,132000
313,190,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,1118,1,0,1,0,2,3,2,2006,119900
314,20,Timber,Norm,1Fam,1Story,7,5,1965,1965,2036,2,0,2,0,4,3,2,2009,375000
315,70,OldTown,Norm,1Fam,2Story,7,7,1925,1990,1641,0,1,1,1,2,3,2,2006,178000
316,60,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,1432,1,0,2,1,3.5,3,2,2009,188500
317,60,NWAmes,Norm,1Fam,2Story,7,7,1980,1980,2353,1,0,2,1,3.5,4,2,2009,260000
318,60,Somerst,Norm,1Fam,2Story,8,5,2006,2006,1959,0,0,2,1,2.5,3,3,2007,270000
319,60,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,2646,1,0,2,1,3.5,4,3,2009,260000
320,80,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,1472,1,0,2,0,3,3,2,2009,187500
321,60,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,2596,0,0,3,1,3.5,4,3,2006,342643
322,60,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,2468,1,0,2,1,3.5,4,3,2007,354000
323,60,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,2730,1,0,2,1,3.5,4,2,2007,301000
324,20,OldTown,Norm,1Fam,1Story,3,8,1955,2005,1163,1,0,1,0,2,3,1,2006,126175
325,80,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,2978,0,0,2,1,2.5,5,2,2010,242000
326,45,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,803,0,0,1,0,1,2,2,2007,87000
327,120,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,1719,2,0,1,1,3.5,1,2,2008,324000
328,20,NAmes,Norm,1Fam,1Story,6,5,1960,1960,1383,0,0,1,1,1.5,3,1,2006,145250
329,75,BrkSide,PosN,1Fam,2.5Unf,6,6,1916,1994,2134,0,0,2,0,2,5,2,2009,214500
330,70,IDOTRR,Norm,1Fam,2Story,5,5,1920,1950,1192,0,0,1,0,1,3,1,2009,78000
331,90,NAmes,Norm,Duplex,1Story,5,4,1964,1964,1728,0,1,2,0,2.5,6,1,2007,119000
332,20,NAmes,Norm,1Fam,1Story,5,6,1958,1992,1056,1,0,1,0,2,3,1,2007,139000
333,20,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,1629,1,0,2,0,3,3,3,2009,284000
334,120,NridgHt,Norm,TwnhsE,1Story,7,5,2004,2004,1358,1,0,2,0,3,2,2,2008,207000
335,60,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,1638,1,0,2,1,3.5,3,2,2008,192000
336,190,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,1786,2,0,2,0,4,3,2,2008,228950
337,20,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,1922,1,0,2,0,3,3,3,2007,377426
338,20,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,1536,1,0,2,0,3,3,2,2008,214000
339,20,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,1621,1,0,2,0,3,3,2,2006,202500
340,20,NAmes,Feedr,1Fam,1Story,6,7,1958,1998,1215,0,0,1,0,1,3,1,2009,155000
341,60,Timber,Norm,1Fam,2Story,8,5,2002,2002,1908,0,0,2,1,2.5,4,2,2010,202900
342,20,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,841,0,0,1,0,1,2,1,2009,82000
343,90,NAmes,Norm,Duplex,1Story,3,4,1949,1950,1040,0,0,2,0,2,2,2,2006,87500
344,120,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,1684,0,0,2,0,2,2,2,2008,266000
345,160,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,1112,0,0,1,1,1.5,3,1,2010,85000
346,50,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,1577,0,0,1,0,1,3,1,2006,140200
347,20,NAmes,Norm,1Fam,1Story,6,8,1960,1998,958,0,0,1,0,1,2,1,2007,151500
348,20,NAmes,Norm,1Fam,1Story,6,5,1960,1960,1478,1,0,2,0,3,3,2,2009,157500
349,160,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,1626,1,0,2,1,3.5,2,2,2008,154000
350,60,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,2728,1,0,2,1,3.5,4,3,2006,437154
351,120,NridgHt,Norm,TwnhsE,1Story,9,5,2007,2007,1869,0,0,2,0,2,2,2,2007,318061
352,120,ClearCr,Norm,1Fam,1Story,7,5,1986,1986,1453,1,0,1,1,2.5,2,2,2006,190000
353,50,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,1111,0,1,1,0,1.5,3,1,2008,95000
354,30,OldTown,Norm,1Fam,1Story,6,8,1928,2003,720,0,0,1,0,1,2,2,2010,105900
355,50,SWISU,Norm,1Fam,1.5Fin,6,5,1940,2000,1595,0,0,1,0,1,2,1,2006,140000
356,20,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,1200,1,0,2,0,3,3,2,2007,177500
357,20,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,1167,1,0,2,0,3,3,2,2009,173000
358,120,MeadowV,Norm,TwnhsE,1Story,5,5,1976,1976,1142,1,0,1,1,2.5,3,2,2007,134000
359,80,ClearCr,Norm,1Fam,SLvl,5,4,1958,1958,1352,0,1,1,0,1.5,3,1,2006,130000
360,60,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,1924,1,0,2,1,3.5,3,2,2006,280000
361,85,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,912,1,0,1,0,2,2,2,2007,156000
362,50,BrkSide,Norm,1Fam,1.5Fin,5,5,1940,1982,1505,1,0,1,0,2,3,1,2008,145000
363,85,Edwards,Norm,1Fam,SFoyer,7,5,2003,2003,1922,0,0,3,0,3,4,2,2009,198500
364,160,BrDale,Norm,Twnhs,2Story,6,8,1972,2007,987,0,0,1,1,1.5,2,1,2009,118000
365,60,NWAmes,Norm,1Fam,2Story,6,5,1976,1976,1574,1,0,2,1,3.5,3,2,2006,190000
366,70,IDOTRR,Norm,1Fam,2Story,5,7,1920,1997,1344,0,0,1,0,1,3,1,2009,147000
367,20,NAmes,Norm,1Fam,1Story,6,5,1963,1963,1394,1,0,1,1,2.5,3,2,2009,159000
368,80,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,1431,0,1,1,0,1.5,3,1,2008,165000
369,20,NAmes,Norm,1Fam,1Story,5,6,1954,1954,1268,0,0,1,0,1,2,1,2010,132000
370,20,NAmes,Norm,1Fam,1Story,5,7,1959,2006,1287,1,0,1,0,2,3,2,2010,162000
371,60,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,1664,0,0,2,1,2.5,3,2,2006,172400
372,50,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,1588,0,0,2,0,2,4,2,2008,134432
373,120,SawyerW,Norm,TwnhsE,1Story,6,5,1984,1984,752,1,0,1,0,2,2,1,2010,125000
374,20,NAmes,Norm,1Fam,1Story,5,6,1953,1953,1319,1,0,1,0,2,3,1,2009,123000
375,60,CollgCr,Norm,1Fam,2Story,7,5,2003,2004,1928,0,0,2,1,2.5,4,2,2007,219500
376,30,Edwards,Norm,1Fam,1Story,1,1,1922,1950,904,1,0,0,1,1.5,1,0,2009,61000
377,85,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,914,0,0,1,0,1,2,2,2006,148000
378,60,Somerst,Norm,1Fam,2Story,8,5,2004,2005,2466,0,0,3,0,3,4,2,2007,340000
379,20,StoneBr,Norm,1Fam,1Story,9,2,2010,2010,1856,1,0,1,1,2.5,1,3,2010,394432
380,60,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,1800,0,0,2,1,2.5,3,2,2009,179000
381,50,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,1691,0,0,2,0,2,3,1,2010,127000
382,20,Somerst,Norm,1Fam,1Story,7,5,2006,2006,1301,1,0,2,0,3,2,2,2006,187750
383,60,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,1797,0,0,2,1,2.5,3,2,2007,213500
384,45,SawyerW,Norm,1Fam,1.5Unf,6,3,1928,1950,784,0,0,1,0,1,2,2,2009,76000
385,60,ClearCr,Feedr,1Fam,2Story,6,5,1992,1992,1953,1,0,2,1,3.5,3,2,2007,240000
386,120,Blmngtn,Norm,TwnhsE,1Story,8,5,2004,2005,1269,0,0,2,0,2,2,2,2010,192000
387,50,Edwards,Feedr,1Fam,1.5Fin,5,3,1910,1996,1184,0,0,1,0,1,5,0,2006,81000
388,80,Edwards,Norm,1Fam,SLvl,6,6,1976,1976,1125,1,0,1,0,2,3,1,2009,125000
389,20,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,1479,0,0,2,0,2,3,2,2008,191000
390,60,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,2332,1,0,2,1,3.5,3,3,2008,426000
391,50,Edwards,Norm,1Fam,1.5Fin,5,8,1900,1950,1367,1,0,1,0,2,4,1,2008,119000
392,60,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,1961,1,0,2,1,3.5,3,2,2009,215000
393,20,NAmes,Norm,1Fam,1Story,5,7,1959,1959,882,0,0,1,0,1,3,1,2007,106500
394,30,BrkSide,Feedr,1Fam,1Story,4,5,1941,1950,788,0,0,1,0,1,2,0,2006,100000
395,50,OldTown,Norm,1Fam,1.5Fin,5,6,1940,1950,1034,0,0,1,0,1,2,1,2007,109000
396,20,Edwards,Norm,1Fam,1Story,5,6,1956,1956,1144,1,0,1,0,2,3,1,2010,129000
397,20,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,894,0,0,1,0,1,2,2,2009,123000
398,60,NAmes,PosN,1Fam,2Story,5,5,1962,1962,1812,0,0,2,0,2,4,1,2007,169500
399,30,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,1077,0,0,1,0,1,2,1,2007,67000
400,60,Somerst,Norm,1Fam,2Story,7,5,2006,2007,1550,1,0,2,0,3,2,2,2009,241000
401,120,Veenker,Norm,TwnhsE,1Story,8,5,1996,1996,1288,1,0,1,1,2.5,1,2,2008,245500
402,20,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,1310,0,0,2,0,2,3,2,2006,164990
403,30,Sawyer,Norm,1Fam,1Story,5,8,1940,1997,672,0,0,1,0,1,2,1,2008,108000
404,60,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,2263,0,0,2,1,2.5,4,2,2006,258000
405,60,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,1572,0,0,2,1,2.5,3,2,2007,168000
406,20,Sawyer,Feedr,1Fam,1Story,4,4,1976,1993,1620,1,0,2,0,3,3,2,2009,150000
407,50,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,1639,0,0,1,0,1,3,1,2008,115000
408,70,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,1680,0,0,2,0,2,4,1,2008,177000
409,60,NridgHt,Norm,1Fam,2Story,7,5,2006,2006,2172,0,0,2,1,2.5,3,3,2007,280000
410,60,Somerst,Norm,1Fam,2Story,8,5,2007,2008,2078,1,0,2,1,3.5,3,3,2008,339750
411,20,Edwards,Norm,1Fam,1Story,5,3,1958,1958,1276,0,0,1,0,1,3,1,2009,60000
412,190,Gilbert,Norm,2fmCon,1Story,5,5,1955,1955,1056,1,0,1,0,2,3,2,2006,145000
413,20,Somerst,Norm,1Fam,1Story,7,5,2009,2009,1478,1,0,2,1,3.5,2,2,2010,222000
414,30,OldTown,Artery,1Fam,1Story,5,6,1927,1950,1028,0,0,1,0,1,2,2,2010,115000
415,60,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,2097,0,1,2,1,3,3,3,2008,228000
416,20,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,1340,0,0,2,0,2,3,2,2007,181134
417,60,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,1400,0,0,1,1,1.5,3,2,2006,149500
418,70,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,2624,1,0,2,1,3.5,4,3,2007,239000
419,50,Edwards,Norm,1Fam,1.5Fin,5,6,1940,1950,1134,1,0,1,1,2.5,3,1,2007,126000
420,20,NAmes,Norm,1Fam,1Story,5,6,1968,1968,1056,1,0,1,0,2,3,1,2010,142000
421,90,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,1344,2,0,2,0,4,2,4,2008,206300
422,20,NWAmes,Norm,1Fam,1Story,6,7,1977,2000,1602,0,1,2,0,2.5,3,2,2009,215000
423,20,Mitchel,Artery,1Fam,1Story,5,5,1954,1954,988,0,0,1,0,1,2,2,2008,113000
424,60,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,2630,1,0,2,1,3.5,4,3,2008,315000
425,20,NAmes,Norm,1Fam,1Story,6,5,1956,1956,1196,1,0,1,0,2,2,1,2008,139000
426,60,OldTown,Norm,1Fam,2Story,7,8,1946,1992,1389,0,0,1,1,1.5,3,1,2009,135000
427,80,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,1644,1,1,2,0,3.5,2,2,2009,275000
428,20,NAmes,Norm,1Fam,1Story,4,6,1957,1957,907,0,0,1,0,1,3,1,2008,109008
429,20,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,1208,1,0,2,0,3,2,2,2007,195400
430,20,Timber,Norm,1Fam,1Story,6,5,1988,1988,1412,1,0,2,0,3,3,2,2009,175000
431,160,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,987,0,0,1,1,1.5,2,1,2008,85400
432,50,OldTown,Feedr,1Fam,1.5Fin,6,7,1920,1998,1198,0,0,1,0,1,4,0,2008,79900
433,160,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,1365,1,0,1,1,2.5,2,2,2007,122500
434,60,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,1604,0,0,2,1,2.5,3,2,2008,181000
435,180,MeadowV,Norm,Twnhs,SFoyer,4,7,1972,1972,630,1,0,1,0,2,1,0,2008,81000
436,60,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,1661,1,0,2,1,3.5,3,2,2009,212000
437,50,OldTown,Norm,1Fam,1.5Fin,6,8,1920,1950,1118,0,0,1,0,1,2,2,2006,116000
438,45,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,2004,904,0,0,1,0,1,2,1,2009,119000
439,30,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,694,0,0,1,0,1,2,1,2007,90350
440,50,Edwards,Norm,1Fam,1.5Fin,6,8,1920,2000,1196,0,0,1,0,1,3,2,2009,110000
441,20,NridgHt,Norm,1Fam,1Story,10,5,2008,2008,2402,1,0,2,0,3,2,3,2009,555000
442,90,Edwards,Norm,Duplex,1Story,4,4,1955,1955,1440,0,0,2,0,2,4,0,2008,118000
443,50,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,1573,0,0,2,0,2,3,2,2008,162900
444,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2007,1258,0,0,2,0,2,2,3,2007,172500
445,60,CollgCr,Norm,1Fam,2Story,7,5,1994,1995,1908,1,0,2,1,3.5,4,2,2008,210000
446,20,Edwards,Norm,1Fam,1Story,6,5,1956,1956,1689,0,0,1,0,1,3,2,2009,127500
447,20,NAmes,PosA,1Fam,1Story,6,6,1966,2002,1888,0,0,2,1,2.5,2,2,2010,190000
448,60,Gilbert,Norm,1Fam,2Story,7,5,1998,1999,1886,0,0,2,1,2.5,4,2,2006,199900
449,50,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,1376,0,0,2,0,2,3,1,2006,119500
450,50,OldTown,Norm,1Fam,1.5Fin,3,7,1948,2002,1183,0,0,1,1,1.5,2,1,2007,120000
451,30,OldTown,Norm,1Fam,1Story,6,8,1930,2005,813,0,0,1,0,1,2,1,2006,110000
452,20,ClearCr,Norm,1Fam,1Story,7,5,1975,1975,1533,1,0,2,0,3,2,2,2006,280000
453,60,Timber,Norm,1Fam,2Story,6,5,1996,1997,1756,1,0,2,1,3.5,3,2,2007,204000
454,60,Somerst,Norm,1Fam,2Story,8,5,2008,2008,1590,0,0,2,1,2.5,3,2,2009,210000
455,90,Mitchel,Norm,Duplex,1Story,5,5,1976,1976,1728,2,0,2,0,4,4,2,2006,188000
456,20,NWAmes,Norm,1Fam,1Story,7,6,1973,1973,1242,0,0,1,1,1.5,3,2,2007,175500
457,70,OldTown,Norm,1Fam,2Story,5,5,1916,1950,1344,0,0,1,0,1,4,3,2008,98000
458,20,ClearCr,Norm,1Fam,1Story,4,6,1954,1994,1663,1,0,1,0,2,2,2,2008,256000
459,70,OldTown,Norm,1Fam,2Story,8,7,1925,1996,1666,0,0,1,0,1,3,1,2008,161000
460,50,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,1950,1203,1,0,1,0,2,3,1,2009,110000
461,60,Somerst,RRAn,1Fam,2Story,8,5,2009,2009,1935,1,0,2,1,3.5,3,2,2009,263435
462,70,SWISU,Feedr,1Fam,2Story,7,9,1936,2007,1135,1,0,1,0,2,3,2,2009,155000
463,20,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,864,0,0,1,0,1,3,1,2009,62383
464,70,Crawfor,Norm,1Fam,2Story,6,7,1934,1995,1660,0,0,1,1,1.5,3,1,2008,188700
465,20,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,1040,0,0,2,0,2,3,0,2009,124000
466,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,1414,0,0,2,0,2,2,2,2006,178740
467,20,NAmes,Norm,1Fam,1Story,7,5,1970,1970,1277,1,0,1,0,2,2,2,2007,167000
468,70,NAmes,Artery,1Fam,2Story,5,7,1942,1995,1644,0,0,1,1,1.5,3,1,2007,146500
469,20,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,1634,0,0,2,0,2,3,3,2007,250000
470,60,SawyerW,RRNe,1Fam,2Story,6,5,1993,1993,1710,0,0,2,1,2.5,3,2,2008,187000
471,120,StoneBr,Norm,TwnhsE,1Story,8,5,1985,1985,1502,1,0,1,1,2.5,1,2,2010,212000
472,60,NWAmes,PosA,1Fam,2Story,7,6,1977,1977,1969,0,0,2,1,2.5,3,2,2007,190000
473,180,Edwards,Norm,TwnhsE,SLvl,6,5,2005,2005,1072,1,0,1,0,2,2,2,2008,148000
474,20,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,1976,1,0,2,0,3,2,3,2007,440000
475,120,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,1652,1,0,2,0,3,2,2,2007,251000
476,20,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,970,1,0,1,0,2,2,2,2007,132500
477,20,CollgCr,Norm,1Fam,1Story,6,5,1997,1998,1493,1,0,2,0,3,3,2,2008,208900
478,60,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,2643,0,0,2,1,2.5,3,3,2007,380000
479,20,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,1718,1,0,2,0,3,3,3,2009,297000
480,30,OldTown,Norm,1Fam,1Story,4,7,1937,2000,1131,0,0,1,0,1,2,2,2007,89471
481,20,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,1850,1,0,2,0,3,3,3,2006,326000
482,20,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,1792,1,0,2,0,3,2,3,2006,374000
483,70,OldTown,Norm,1Fam,2Story,7,8,1915,2005,1826,1,0,1,1,2.5,4,1,2009,155000
